title,link,image_url,rating,reviews,address,opening_hours,latitude,longitude,kategori,aktivitas,deskripsi,kecamatan,biaya_masuk,biaya_parkir_motor,biaya_parkir_mobil
Hutaginjang Geosite View Point,https://www.google.com/maps/place/Hutaginjang+Geosite+View+Point/data=!4m7!3m6!1s0x302e1b004ec44d39:0x4b9efd3592a526fc!8m2!3d2.3148412!4d98.9710016!16s%2Fg%2F11cs1kl5y2!19sChIJOU3ETgAbLjAR_CalkjX9nks?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1IpFf0uTLUhggbq6b9VEq8kHoZ9cDxxV6,4.7,1311,"Sitanggor, Muara, North Tapanuli Regency, North Sumatra 22476",Open 24 hours,2.3148197598383353,98.97098014232708,Alam,"Pemandangan, Fotografi, Santai, Trekking, Piknik, Pemandangan","Hutaginjang Geosite View Point adalah titik pandang strategis yang menawarkan pemandangan spektakuler ke arah kaldera Danau Toba. Dari ketinggian ini, pengunjung dapat mengagumi keindahan danau yang luas, pulau Samosir, serta perbukitan yang mengelilinginya, memberikan gambaran utuh tentang skala geologis danau vulkanik terbesar di dunia ini. ",Muara,6000,0,0
Aek Nauli Elephant Conservation Camp (ANECC),"https://www.google.com/maps/place/Aek+Nauli+Elephant+Conservation+Camp+(ANECC)/@2.7178212,98.937727,17z/data=!3m1!4b1!4m6!3m5!1s0x3031eda3568206d3:0x692372512dc33855!8m2!3d2.7178212!4d98.9403019!16s%2Fg%2F11fjv4xslm?authuser=0%5C&hl=en%5C&entry=ttu&g",https://drive.google.com/drive/folders/1roT5x0s-wrMYd0_0NJqoQlywy6yf4O0i,4.5,894,"Jl. Lintas Sumatera No.16, Sibaganding, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174",Open 08.00-17.00,2.7178313664648033,98.94025241349064,Alam,"Fauna, Fotografi","Aek Nauli Elephant Conservation Camp (ANECC) adalah pusat konservasi yang didedikasikan untuk perlindungan dan pelestarian Gajah Sumatera, spesies yang terancam punah. Mengunjungi tempat ini memberikan kesempatan unik untuk melihat gajah dari jarak dekat dan belajar tentang upaya konservasi yang dilakukan. Pengunjung dapat berinteraksi langsung dengan gajah melalui kegiatan memberi makan (dengan panduan pawang) dan mengamati perilaku alami mereka. ",Girsang Sipangan Bolon,0,0,0
Taman Bunga Sapo Juma,"https://www.google.com/maps/place/Taman+Bunga+Sapo+Juma/@2.9116491,98.5156914,17z/data=!4m16!1m9!3m8!1s0x3031ad7b3eb96f95:0x8c556fb716258d29!2sTaman+Bunga+Sapo+Juma!8m2!3d2.9116491!4d98.5182663!9m1!1b1!16s%2Fg%2F11f4r12135!3m5!1s0x3031ad7b3eb96f95:0x8c556fb716258d29!8m2!3d2.9116491!4d98.5182663!16s%2Fg%2F11f4r12135?authuser=0%5C&hl=en%5C&entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://drive.google.com/drive/folders/1eMK3RdldbOGb_jUuNU9F1MdoaWVr-z_g,4.5,268,"Tongging, Merek, Karo Regency, North Sumatra 22173",Open 08.00-17.00,2.9116491265464117,98.51824485675762,Alam,"Pemandangan, Fotografi, Santai ","Taman Bunga Sapo Juma adalah surga bagi para pecinta bunga dan fotografi, menampilkan koleksi berbagai jenis bunga yang berwarna-warni dan tertata indah. Pengunjung dapat berjalan-jalan santai di antara hamparan bunga, mengabadikan momen indah dengan latar belakang lautan bunga yang memukau, serta bersantai menikmati keindahan dan kesegaran udara pegunungan.",Merek,20000,0,0
Aek Batu Sipolha,"https://www.google.com/maps/place/Aek+Batu+Sipolha/@2.7460535,98.8383772,15z/data=!4m15!1m8!3m7!1s0x303195fa2e2393c1:0x2c88ef3517b4f910!2sAek+Batu+Sipolha!8m2!3d2.7461453!4d98.8380849!10e5!16s%2Fg%2F11mtgtlyjv!3m5!1s0x303195fa2e2393c1:0x2c88ef3517b4f910!8m2!3d2.7461453!4d98.8380849!16s%2Fg%2F11mtgtlyjv?authuser=0%5C&hl=en%5C&entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://drive.google.com/drive/folders/1IatIA5L-LN1liwSxxXo3OYC2F95-fDW9,4.4,148,"Sipolha, Simalungun Regency, North Sumatra 21186",Open 08.00-17.00,2.7461480285065147,98.8380890287719,Bahari,"Pemandangan, Santai, Fotografi, Piknik, Memancing, Pemandangan ",Aek Batu Sipolha adalah area pantai di tepi Danau Toba yang unik dengan ciri khas bebatuan besar yang tersebar di sepanjang garis pantai. Tempat ini menawarkan pemandangan Danau Toba yang indah dengan airnya yang jernih dan formasi batu yang menarik untuk dieksplorasi.,Pematang Sidamanik,0,10000,25000
Pantai Batu Papan Indah,"https://www.google.com/maps/place/Pantai+Batu+Papan+Indah/@2.8598346,98.6858456,17z/data=!3m1!4b1!4m6!3m5!1s0x3031bb8965989bf5:0xd6b257f1c05591b0!8m2!3d2.8598346!4d98.6884205!16s%2Fg%2F11nnqc8jzx?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://drive.google.com/drive/folders/1GTYxa5pJzab3xW82IwHCCCixqf74nKLS,3.9,26,"Haranggaol Horison, North Sumatra 21165",Open 24 hours,2.8598141900033114,98.68849210158045,Bahari,"Pemandangan, Santai, Fotografi, Piknik, Pemandangan ","Pantai Batu Papan Indah adalah destinasi tepi Danau Toba yang menawarkan suasana tenang dan pemandangan yang indah. Sesuai dengan namanya, pantai ini mungkin memiliki ciri khas formasi batu yang datar dan lebar seperti papan di beberapa areanya, yang menambah keunikan lanskap.",Haranggaol Horison,0,0,0
Wisata ilmiah taman rusa aeknaul,"https://www.google.com/maps/place/Wisata+ilmiah+taman+rusa+aeknauli/@2.6024143,98.5338833,10.23z/data=!4m6!3m5!1s0x3031ed37bd34c5b5:0x99df74402ce08e0!8m2!3d2.7206145!4d98.9401885!16s%2Fg%2F11fsm_5ds5?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://drive.google.com/drive/folders/1M9sByCG3qEi0fE0zywXD40Ue9CjRwN8g,4.5,15,"Sibaganding, Girsang Sipangan Bolon, Simalungun Regency, North Sumatra 21174",Open 08.00-17.00,2.7206354330453317,98.94025502651441,Alam,"Fauna, Fotografi","Wisata Ilmiah Taman Rusa Aek Nauli adalah destinasi yang menggabungkan rekreasi dan edukasi, memungkinkan pengunjung untuk mengamati rusa sambar dalam lingkungan yang alami. Selain melihat langsung rusa, wisatawan dapat belajar tentang biologi, perilaku, dan habitat rusa melalui informasi yang disediakan atau dari pemandu. ",Girsang Sipangan Bolon,10000,0,0
Ruang Terbuka Publik Parapat,"https://www.google.com/maps/place/Ruang+Terbuka+Publik+Parapat/@2.6656448,98.9332554,17z/data=!3m1!4b1!4m6!3m5!1s0x3031ef5221b9a05b:0x6a9b7d471acdc423!8m2!3d2.6656448!4d98.9358303!16s%2Fg%2F11pzhh4rb4?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://drive.google.com/drive/folders/1V5YxjDPyxeFJ9VRBP2ao6MpULhYtqPt4,4.5,29,"Jalan Bandar Sono, Tiga Raja, Girsang Sipangan Bolon, Simalungun Regency, North Sumatra 21174",Open 24 hours,2.665646816579626,98.93583030919208,Alam,"Pemandangan, Santai, Fotografi, Aktivitas Air, Perahu","Ruang Terbuka Publik Parapat adalah area publik yang menjadi pusat interaksi sosial dan rekreasi di kota wisata Parapat. Terletak strategis di tepi Danau Toba, tempat ini menawarkan pemandangan indah danau yang dapat dinikmati sambil bersantai. Pengunjung dapat berjalan-jalan santai menikmati suasana kota yang ramai namun tetap asri, berinteraksi dengan penduduk lokal, atau mencicipi berbagai kuliner khas yang dijajakan di sekitar area. ",Girsang Sipangan Bolon,0,0,0
Penatapan Simarjarunjung,"https://www.google.com/maps/place/Penatapan+Simarjarunjung/@2.8312258,98.7644821,17z/data=!4m15!1m8!3m7!1s0x3031bc1bb19765d5:0xce517991a76509ce!2sPenatapan+Simarjarunjung!8m2!3d2.8311325!4d98.7643966!10e5!16s%2Fg%2F11g6njc3b3!3m5!1s0x3031bc1bb19765d5:0xce517991a76509ce!8m2!3d2.8311325!4d98.7643966!16s%2Fg%2F11g6njc3b3?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://drive.google.com/drive/folders/18fqCNhG1yWPHd8jp2AzrZgD1LnCKslNs,4.4,1431,"Jl. Simarjarunjung, Tiga Runggu, Kec. Purba, Kabupaten Simalungun, Sumatera Utara 21163",Open 08.00-17.00,2.831131367542274,98.76439693985041,Alam,"Pemandangan, Fotografi, Santai","Penatapan Simarjarunjung adalah titik pandang populer yang terletak di ketinggian, menawarkan pemandangan spektakuler Danau Toba yang membentang luas. Tempat ini terkenal dengan vista panoramanya yang memukau, menjadikannya spot favorit untuk fotografi lanskap. Pengunjung dapat bersantai sambil menikmati udara segar pegunungan dan menyeruput kopi atau teh di warung-warung yang tersedia dengan latar belakang danau yang indah.",Purba,0,0,0
Camping Ground - Parapat,"https://www.google.com/maps/place/Camping+Ground+-+Parapat/@2.4757209,99.0529035,10.7z/data=!4m6!3m5!1s0x3031ec1a4df48345:0x82e2262729426be2!8m2!3d2.6733809!4d98.9379935!16s%2Fg%2F11cn0m_21j?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://drive.google.com/drive/folders/1QI3x5lh3Ls4xtvDmRJjdcxSKLT2nAL5Y,4.2,22,"jln bangun dolok, Parapat, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara",Open 24 hours,2.6733814280828736,98.93799196784687,Alam,"Fotografi, Piknik, Pemandangan","Camping Ground – Parapat adalah destinasi wisata alam yang terletak di kawasan perbukitan Desa Bangun Dolok, Parapat, Sumatera Utara. Lokasi ini berada di kaki Gunung Simarbalatuk, yang dalam bahasa Batak dikenal sebagai Dolok Simarbalatuk. Dengan ketinggian sekitar 1.514 meter di atas permukaan laut, area ini menawarkan pemandangan spektakuler Danau Toba",Girsang Sipangan Bolon,0,0,0
Bukit Sipolha,"https://www.google.com/maps/place/Bukit+Sipolha/@2.7348781,98.8567266,17z/data=!3m1!4b1!4m6!3m5!1s0x3031ebfd0df859b3:0xc96ac4b809eb62a!8m2!3d2.7348781!4d98.8593015!16s%2Fg%2F11g0w44mpm?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://drive.google.com/drive/folders/1SWaFqsw7QdFjQEB_BDqMCtOE61tPWxiH,4.6,471,"Bukit Sipolha, Sipolha Horison, Pematang Sidamanik, Simalungun Regency, North Sumatra 21186",Open 24 hours,2.7348807773207873,98.85930153352015,Alam,"Santai, Pemandangan","Bukit Sipolha adalah sebuah destinasi wisata yang menawarkan panorama menakjubkan Danau Toba dari ketinggian, menjadikannya salah satu spot favorit bagi wisatawan yang ingin menikmati keindahan alam dan ketenangan suasana. Di hadapan Bukit Sipolha terdapat Pulau Simamora, sebuah pulau kecil yang semakin memperindah pemandangan dan sering menjadi objek foto para pengunjung.",Pematang Sidamanik,0,5000,25000
Ancol beach Pangururan,"https://www.google.com/maps/place/Ancol+beach+Pangururan/@2.6064383,98.6930834,17z/data=!3m1!4b1!4m6!3m5!1s0x3031c522f8e18045:0xa96c03cb86b383bf!8m2!3d2.6064383!4d98.6956583!16s%2Fg%2F11g8txvn3t?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MDQzMC4xIKXMDSoASAFQAw%3D%3D",https://drive.google.com/drive/folders/1pKO3cWdBRify4lm_yI_xWNRJmyEuX9aT,4.4,189,"Jl. Tele - Pangururan, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392",Open 24 hours,2.606436949731014,98.69565832741829,Alam,"Pemandangan, Santai, Fotografi, Aktivitas Air","Pantai Ancol Pangururan adalah sebuah area pantai yang terletak di Pangururan, ibu kota Kabupaten Samosir, Sumatera Utara. Berada di tepi Danau Toba, pantai ini menawarkan ruang bagi warga lokal maupun pengunjung untuk bersantai dan menikmati suasana danau. Meskipun berbagi nama dengan Taman Impian Jaya Ancol di Jakarta, Pantai Ancol Pangururan adalah destinasi yang berbeda dan merupakan salah satu titik di Samosir yang dapat diakses sebagai area publik untuk rekreasi di pinggir Danau Toba.",Pangururan,0,0,0
